tick_index  elapsed_minutes   item_name           batch_size_decided
2382        11910             wood                1
2382        11910             ribbon              1
2383        11915             string              1
2383        11915             wood                1
2384        11920             string              1
2384        11920             wood                1
2385        11925             metal               1
2385        11925             string              1
2385        11925             wood                1
2385        11925             ribbon              1
2385        11925             needles             1
2386        11930             string              1
2386        11930             wood                1
2387        11935             string              1
2387        11935             wood                1
2388        11940             bronze              1
2388        11940             metal               1
2388        11940             string              1
2388        11940             wood                1
2388        11940             ribbon              1
2389        11945             string              1
2389        11945             wood                1
2390        11950             string              1
2390        11950             wood                1
2391        11955             metal               1
2391        11955             string              1
2391        11955             wood                1
2391        11955             ribbon              1
2391        11955             sparkles            1
2392        11960             string              1
2392        11960             wood                1
2393        11965             string              1
2393        11965             wood                1
2394        11970             bronze              1
2394        11970             metal               1
2394        11970             string              1
2394        11970             wood                1
2394        11970             ribbon              1
2395        11975             string              1
2395        11975             wood                1
2396        11980             string              1
2396        11980             wood                1
2397        11985             metal               1
2397        11985             string              1
2397        11985             wood                1
2397        11985             ribbon              1
2397        11985             needles             1
2398        11990             string              1
2398        11990             wood                1
2399        11995             string              1
2399        11995             wood                1
2400        12000             bronze              1
2400        12000             metal               1
2400        12000             string              1
2400        12000             wood                1
2400        12000             ribbon              1
2400        12000             silver              1
2401        12005             string              1
2401        12005             wood                1
2402        12010             string              1
2402        12010             wood                1
2403        12015             metal               1
2403        12015             string              1
2403        12015             wood                1
2403        12015             ribbon              1
2404        12020             string              1
2404        12020             wood                1
2405        12025             string              1
2405        12025             wood                1
2406        12030             bronze              1
2406        12030             metal               1
2406        12030             string              1
2406        12030             wood                1
2406        12030             ribbon              1
2407        12035             string              1
2407        12035             wood                1
2408        12040             string              1
2408        12040             wood                1
2409        12045             metal               1
2409        12045             string              1
2409        12045             wood                1
2409        12045             ribbon              1
2409        12045             needles             1
2410        12050             string              1
2410        12050             wood                1
2411        12055             string              1
2411        12055             wood                1
2412        12060             bronze              1
2412        12060             metal               1
2412        12060             string              1
2412        12060             wood                1
2412        12060             ribbon              1
2413        12065             string              1
2413        12065             wood                1
2414        12070             string              1
2414        12070             wood                1
2415        12075             metal               1
2415        12075             string              1
2415        12075             wood                1
2415        12075             ribbon              1
2415        12075             sparkles            1
2416        12080             string              1
2416        12080             wood                1
2417        12085             string              1
2417        12085             wood                1
2418        12090             bronze              1
2418        12090             metal               1
2418        12090             string              1
2418        12090             wood                1
2418        12090             ribbon              1
2419        12095             string              1
2419        12095             wood                1
2420        12100             string              1
2420        12100             wood                1
2421        12105             metal               1
2421        12105             string              1
2421        12105             wood                1
2421        12105             ribbon              1
2421        12105             needles             1
2422        12110             string              1
2422        12110             wood                1
2423        12115             string              1
2423        12115             wood                1
2424        12120             bronze              1
2424        12120             metal               1
2424        12120             string              1
2424        12120             wood                1
2424        12120             ribbon              1
2424        12120             silver              1
2425        12125             string              1
2425        12125             wood                1
2426        12130             string              1
2426        12130             wood                1
2427        12135             metal               1
2427        12135             string              1
2427        12135             wood                1
2427        12135             ribbon              1
2428        12140             string              1
2428        12140             wood                1
2429        12145             string              1
2429        12145             wood                1
2430        12150             bronze              1
2430        12150             metal               1
2430        12150             string              1
2430        12150             wood                1
2430        12150             ribbon              1
2431        12155             string              1
2431        12155             wood                1
2432        12160             string              1
2432        12160             wood                1
2433        12165             metal               1
2433        12165             string              1
2433        12165             wood                1
2433        12165             ribbon              1
2433        12165             needles             1
2434        12170             string              1
2434        12170             wood                1
2435        12175             string              1
2435        12175             wood                1
2436        12180             bronze              1
2436        12180             metal               1
2436        12180             string              1
2436        12180             wood                1
2436        12180             ribbon              1
2437        12185             string              1
2437        12185             wood                1
2438        12190             string              1
2438        12190             wood                1
2439        12195             metal               1
2439        12195             string              1
2439        12195             wood                1
2439        12195             ribbon              1
2439        12195             sparkles            1
2440        12200             string              1
2440        12200             wood                1
2441        12205             string              1
2441        12205             wood                1
2442        12210             bronze              1
2442        12210             metal               1
2442        12210             string              1
2442        12210             wood                1
2442        12210             ribbon              1
2443        12215             string              1
2443        12215             wood                1
2444        12220             string              1
2444        12220             wood                1
2445        12225             metal               1
2445        12225             string              1
2445        12225             wood                1
2445        12225             ribbon              1
2445        12225             needles             1
2446        12230             string              1
2446        12230             wood                1
2447        12235             string              1
2447        12235             wood                1
2448        12240             bronze              1
2448        12240             metal               1
2448        12240             string              1
2448        12240             wood                1
2448        12240             ribbon              1
2448        12240             silver              1
2449        12245             string              1
2449        12245             wood                1
2450        12250             string              1
2450        12250             wood                1
2451        12255             metal               1
2451        12255             string              1
2451        12255             wood                1
2451        12255             ribbon              1
2452        12260             string              1
2452        12260             wood                1
2453        12265             string              1
2453        12265             wood                1
2454        12270             bronze              1
2454        12270             metal               1
2454        12270             string              1
2454        12270             wood                1
2454        12270             ribbon              1
2455        12275             string              1
2455        12275             wood                1
2456        12280             string              1
2456        12280             wood                1
2457        12285             metal               1
2457        12285             string              1
2457        12285             wood                1
2457        12285             ribbon              1
2457        12285             needles             1
2458        12290             string              1
2458        12290             wood                1
2459        12295             string              1
2459        12295             wood                1
2460        12300             bronze              1
2460        12300             metal               1
2460        12300             string              1
2460        12300             wood                1
2460        12300             ribbon              1
2461        12305             string              1
2461        12305             wood                1
2462        12310             string              1
2462        12310             wood                1
2463        12315             metal               1
2463        12315             string              1
2463        12315             wood                1
2463        12315             ribbon              1
2463        12315             sparkles            1
2464        12320             string              1
2464        12320             wood                1
2465        12325             string              1
2465        12325             wood                1
2466        12330             bronze              1
2466        12330             metal               1
2466        12330             string              1
2466        12330             wood                1
2466        12330             ribbon              1
2467        12335             string              1
2467        12335             wood                1
2468        12340             string              1
2468        12340             wood                1
2469        12345             metal               1
2469        12345             string              1
2469        12345             wood                1
2469        12345             ribbon              1
2469        12345             needles             1
2470        12350             string              1
2470        12350             wood                1
2471        12355             string              1
2471        12355             wood                1
2472        12360             bronze              1
2472        12360             metal               1
2472        12360             string              1
2472        12360             wood                1
2472        12360             ribbon              1
2472        12360             silver              1
2473        12365             string              1
2473        12365             wood                1
2474        12370             string              1
2474        12370             wood                1
2475        12375             metal               1
2475        12375             string              1
2475        12375             wood                1
2475        12375             ribbon              1
2476        12380             string              1
2476        12380             wood                1
2477        12385             string              1
2477        12385             wood                1
2478        12390             bronze              1
2478        12390             metal               1
2478        12390             string              1
2478        12390             wood                1
2478        12390             ribbon              1
2479        12395             string              1
2479        12395             wood                1
2480        12400             string              1
2480        12400             wood                1
2481        12405             metal               1
2481        12405             string              1
2481        12405             wood                1
2481        12405             ribbon              1
2481        12405             needles             1
2482        12410             string              1
2482        12410             wood                1
2483        12415             string              1
2483        12415             wood                1
2484        12420             bronze              1
2484        12420             metal               1
2484        12420             string              1
2484        12420             wood                1
2484        12420             ribbon              1
2485        12425             string              1
2485        12425             wood                1
2486        12430             string              1
2486        12430             wood                1
2487        12435             metal               1
2487        12435             string              1
2487        12435             wood                1
2487        12435             ribbon              1
2487        12435             sparkles            1
2488        12440             string              1
2488        12440             wood                1
2489        12445             string              1
2489        12445             wood                1
2490        12450             bronze              1
2490        12450             metal               1
2490        12450             string              1
2490        12450             wood                1
2490        12450             ribbon              1
2491        12455             string              1
2491        12455             wood                1
2492        12460             string              1
2492        12460             wood                1
2493        12465             metal               1
2493        12465             string              1
2493        12465             wood                1
2493        12465             ribbon              1
2493        12465             needles             1
2494        12470             string              1
2494        12470             wood                1
2495        12475             string              1
2495        12475             wood                1
2496        12480             bronze              1
2496        12480             metal               1
2496        12480             string              1
2496        12480             wood                1
2496        12480             ribbon              1
2496        12480             silver              1
2497        12485             string              1
2497        12485             wood                1
2498        12490             string              1
2498        12490             wood                1
2499        12495             metal               1
2499        12495             string              1
2499        12495             wood                1
2499        12495             ribbon              1
2500        12500             string              1
2500        12500             wood                1
2501        12505             string              1
2501        12505             wood                1
2502        12510             bronze              1
2502        12510             metal               1
2502        12510             string              1
2502        12510             wood                1
2502        12510             ribbon              1
2503        12515             string              1
2503        12515             wood                1
2504        12520             string              1
2504        12520             wood                1
2505        12525             metal               1
2505        12525             string              1
2505        12525             wood                1
2505        12525             ribbon              1
2505        12525             needles             1
2506        12530             string              1
2506        12530             wood                1
2507        12535             string              1
2507        12535             wood                1
2508        12540             bronze              1
2508        12540             metal               1
2508        12540             string              1
2508        12540             wood                1
2508        12540             ribbon              1
2509        12545             string              1
2509        12545             wood                1
2510        12550             string              1
2510        12550             wood                1
2511        12555             metal               1
2511        12555             string              1
2511        12555             wood                1
2511        12555             ribbon              1
2511        12555             sparkles            1
2512        12560             string              1
2512        12560             wood                1
2513        12565             string              1
2513        12565             wood                1
2514        12570             bronze              1
2514        12570             metal               1
2514        12570             string              1
2514        12570             wood                1
2514        12570             ribbon              1
2515        12575             string              1
2515        12575             wood                1
2516        12580             string              1
2516        12580             wood                1
2517        12585             metal               1
2517        12585             string              1
2517        12585             wood                1
2517        12585             ribbon              1
2517        12585             needles             1
2518        12590             string              1
2518        12590             wood                1
2519        12595             string              1
2519        12595             wood                1
2520        12600             bronze              1
2520        12600             metal               1
2520        12600             string              1
2520        12600             wood                1
2520        12600             ribbon              1
2520        12600             silver              1
2521        12605             string              1
2521        12605             wood                1
2522        12610             string              1
2522        12610             wood                1
2523        12615             metal               1
2523        12615             string              1
2523        12615             wood                1
2523        12615             ribbon              1
2524        12620             string              1
2524        12620             wood                1
2525        12625             string              1
2525        12625             wood                1
2526        12630             bronze              1
2526        12630             metal               1
2526        12630             string              1
2526        12630             wood                1
2526        12630             ribbon              1
2527        12635             string              1
2527        12635             wood                1
2528        12640             string              1
2528        12640             wood                1
2529        12645             metal               1
2529        12645             string              1
2529        12645             wood                1
2529        12645             ribbon              1
2529        12645             needles             1
2530        12650             string              1
2530        12650             wood                1
2531        12655             string              1
2531        12655             wood                1
2532        12660             bronze              1
2532        12660             metal               1
2532        12660             string              1
2532        12660             wood                1
2532        12660             ribbon              1
2533        12665             string              1
2533        12665             wood                1
2534        12670             string              1
2534        12670             wood                1
2535        12675             metal               1
2535        12675             string              1
2535        12675             wood                1
2535        12675             ribbon              1
2535        12675             sparkles            1
2536        12680             string              1
2536        12680             wood                1
2537        12685             string              1
2537        12685             wood                1
2538        12690             bronze              1
2538        12690             metal               1
2538        12690             string              1
2538        12690             wood                1
2538        12690             ribbon              1
2539        12695             string              1
2539        12695             wood                1
2540        12700             string              1
2540        12700             wood                1
2541        12705             metal               1
2541        12705             string              1
2541        12705             wood                1
2541        12705             ribbon              1
2541        12705             needles             1
2542        12710             string              1
2542        12710             wood                1
2543        12715             string              1
2543        12715             wood                1
2544        12720             bronze              1
2544        12720             metal               1
2544        12720             string              1
2544        12720             wood                1
2544        12720             ribbon              1
2544        12720             silver              1
2545        12725             string              1
2545        12725             wood                1
2546        12730             string              1
2546        12730             wood                1
2547        12735             metal               1
2547        12735             string              1
2547        12735             wood                1
2547        12735             ribbon              1
2548        12740             string              1
2548        12740             wood                1
2549        12745             string              1
2549        12745             wood                1
2550        12750             bronze              1
2550        12750             metal               1
2550        12750             string              1
2550        12750             wood                1
2550        12750             ribbon              1
2551        12755             string              1
2551        12755             wood                1
2552        12760             string              1
2552        12760             wood                1
2553        12765             metal               1
2553        12765             string              1
2553        12765             wood                1
2553        12765             ribbon              1
2553        12765             needles             1
2554        12770             string              1
2554        12770             wood                1
2555        12775             string              1
2555        12775             wood                1
2556        12780             bronze              1
2556        12780             metal               1
2556        12780             string              1
2556        12780             wood                1
2556        12780             ribbon              1
2557        12785             string              1
2557        12785             wood                1
2558        12790             string              1
2558        12790             wood                1
2559        12795             metal               1
2559        12795             string              1
2559        12795             wood                1
2559        12795             ribbon              1
2559        12795             sparkles            1
2560        12800             string              1
2560        12800             wood                1
2561        12805             string              1
2561        12805             wood                1
2562        12810             bronze              1
2562        12810             metal               1
2562        12810             string              1
2562        12810             wood                1
2562        12810             ribbon              1
2563        12815             string              1
2563        12815             wood                1
2564        12820             string              1
2564        12820             wood                1
2565        12825             metal               1
2565        12825             string              1
2565        12825             wood                1
2565        12825             ribbon              1
2565        12825             needles             1
2566        12830             string              1
2566        12830             wood                1
2567        12835             string              1
2567        12835             wood                1
2568        12840             bronze              1
2568        12840             metal               1
2568        12840             string              1
2568        12840             wood                1
2568        12840             ribbon              1
2568        12840             silver              1
2569        12845             string              1
2569        12845             wood                1
2570        12850             string              1
2570        12850             wood                1
2571        12855             metal               1
2571        12855             string              1
2571        12855             wood                1
2571        12855             ribbon              1
2572        12860             string              1
2572        12860             wood                1
2573        12865             string              1
2573        12865             wood                1
2574        12870             bronze              1
2574        12870             metal               1
2574        12870             string              1
2574        12870             wood                1
2574        12870             ribbon              1
2575        12875             string              1
2575        12875             wood                1
2576        12880             string              1
2576        12880             wood                1
2577        12885             metal               1
2577        12885             string              1
2577        12885             wood                1
2577        12885             ribbon              1
2577        12885             needles             1
2578        12890             string              1
2578        12890             wood                1
2579        12895             string              1
2579        12895             wood                1
2580        12900             bronze              1
2580        12900             metal               1
2580        12900             string              1
2580        12900             wood                1
2580        12900             ribbon              1
2581        12905             string              1
2581        12905             wood                1
2582        12910             string              1
2582        12910             wood                1
2583        12915             metal               1
2583        12915             string              1
2583        12915             wood                1
2583        12915             ribbon              1
2583        12915             sparkles            1
2584        12920             string              1
2584        12920             wood                1
2585        12925             string              1
2585        12925             wood                1
2586        12930             bronze              1
2586        12930             metal               1
2586        12930             string              1
2586        12930             wood                1
2586        12930             ribbon              1
2587        12935             string              1
2587        12935             wood                1
2588        12940             string              1
2588        12940             wood                1
2589        12945             metal               1
2589        12945             string              1
2589        12945             wood                1
2589        12945             ribbon              1
2589        12945             needles             1
2590        12950             string              1
2590        12950             wood                1
2591        12955             string              1
2591        12955             wood                1
2592        12960             bronze              1
2592        12960             metal               1
2592        12960             string              1
2592        12960             wood                1
2592        12960             ribbon              1
2592        12960             silver              1
2592        12960             artifact            1
2593        12965             string              1
2593        12965             wood                1
2594        12970             string              1
2594        12970             wood                1
2595        12975             metal               1
2595        12975             string              1
2595        12975             wood                1
2595        12975             ribbon              1
2596        12980             string              1
2596        12980             wood                1
2597        12985             string              1
2597        12985             wood                1
2598        12990             bronze              1
2598        12990             metal               1
2598        12990             string              1
2598        12990             wood                1
2598        12990             ribbon              1
2599        12995             string              1
2599        12995             wood                1
2600        13000             string              1
2600        13000             wood                1
2601        13005             metal               1
2601        13005             string              1
2601        13005             wood                1
2601        13005             ribbon              1
2601        13005             needles             1
2602        13010             string              1
2602        13010             wood                1
2603        13015             string              1
2603        13015             wood                1
2604        13020             bronze              1
2604        13020             metal               1
2604        13020             string              1
2604        13020             wood                1
2604        13020             ribbon              1
2605        13025             string              1
2605        13025             wood                1
2606        13030             string              1
2606        13030             wood                1
2607        13035             metal               1
2607        13035             string              1
2607        13035             wood                1
2607        13035             ribbon              1
2607        13035             sparkles            1
2608        13040             string              1
2608        13040             wood                1
2609        13045             string              1
2609        13045             wood                1
2610        13050             bronze              1
2610        13050             metal               1
2610        13050             string              1
2610        13050             wood                1
2610        13050             ribbon              1
2611        13055             string              1
2611        13055             wood                1
2612        13060             string              1
2612        13060             wood                1
2613        13065             metal               1
2613        13065             string              1
2613        13065             wood                1
2613        13065             ribbon              1
2613        13065             needles             1
2614        13070             string              1
2614        13070             wood                1
2615        13075             string              1
2615        13075             wood                1
2616        13080             bronze              1
2616        13080             metal               1
2616        13080             string              1
2616        13080             wood                1
2616        13080             ribbon              1
2616        13080             silver              1
2617        13085             string              1
2617        13085             wood                1
2618        13090             string              1
2618        13090             wood                1
2619        13095             metal               1
2619        13095             string              1
2619        13095             wood                1
2619        13095             ribbon              1
2620        13100             string              1
2620        13100             wood                1
2621        13105             string              1
2621        13105             wood                1
2622        13110             bronze              1
2622        13110             metal               1
2622        13110             string              1
2622        13110             wood                1
2622        13110             ribbon              1
2623        13115             string              1
2623        13115             wood                1
2624        13120             string              1
2624        13120             wood                1
2625        13125             metal               1
2625        13125             string              1
2625        13125             wood                1
2625        13125             ribbon              1
2625        13125             needles             1
2626        13130             string              1
2626        13130             wood                1
2627        13135             string              1
2627        13135             wood                1
2628        13140             bronze              1
2628        13140             metal               1
2628        13140             string              1
2628        13140             wood                1
2628        13140             ribbon              1
2629        13145             string              1
2629        13145             wood                1
2630        13150             string              1
2630        13150             wood                1
2631        13155             metal               1
2631        13155             string              1
2631        13155             wood                1
2631        13155             ribbon              1
2631        13155             sparkles            1
2632        13160             string              1
2632        13160             wood                1
2633        13165             string              1
2633        13165             wood                1
2634        13170             bronze              1
2634        13170             metal               1
2634        13170             string              1
2634        13170             wood                1
2634        13170             ribbon              1
2635        13175             string              1
2635        13175             wood                1
2636        13180             string              1
2636        13180             wood                1
2637        13185             metal               1
2637        13185             string              1
2637        13185             wood                1
2637        13185             ribbon              1
2637        13185             needles             1
2638        13190             string              1
2638        13190             wood                1
2639        13195             string              1
2639        13195             wood                1
2640        13200             bronze              1
2640        13200             metal               1
2640        13200             string              1
2640        13200             wood                1
2640        13200             ribbon              1
2640        13200             silver              1
2641        13205             string              1
2641        13205             wood                1
2642        13210             string              1
2642        13210             wood                1
2643        13215             metal               1
2643        13215             string              1
2643        13215             wood                1
2643        13215             ribbon              1
2644        13220             string              1
2644        13220             wood                1
2645        13225             string              1
2645        13225             wood                1
2646        13230             bronze              1
2646        13230             metal               1
2646        13230             string              1
2646        13230             wood                1
2646        13230             ribbon              1
2647        13235             string              1
2647        13235             wood                1
2648        13240             string              1
2648        13240             wood                1
2649        13245             metal               1
2649        13245             string              1
2649        13245             wood                1
2649        13245             ribbon              1
2649        13245             needles             1
2650        13250             string              1
2650        13250             wood                1
2651        13255             string              1
2651        13255             wood                1
2652        13260             bronze              1
2652        13260             metal               1
2652        13260             string              1
2652        13260             wood                1
2652        13260             ribbon              1
2653        13265             string              1
2653        13265             wood                1
2654        13270             string              1
2654        13270             wood                1
2655        13275             metal               1
2655        13275             string              1
2655        13275             wood                1
2655        13275             ribbon              1
2655        13275             sparkles            1
2656        13280             string              1
2656        13280             wood                1
2657        13285             string              1
2657        13285             wood                1
2658        13290             bronze              1
2658        13290             metal               1
2658        13290             string              1
2658        13290             wood                1
2658        13290             ribbon              1
2659        13295             string              1
2659        13295             wood                1
2660        13300             string              1
2660        13300             wood                1
2661        13305             metal               1
2661        13305             string              1
2661        13305             wood                1
2661        13305             ribbon              1
2661        13305             needles             1
2662        13310             string              1
2662        13310             wood                1
2663        13315             string              1
2663        13315             wood                1
2664        13320             bronze              1
2664        13320             metal               1
2664        13320             string              1
2664        13320             wood                1
2664        13320             ribbon              1
2664        13320             silver              1
2665        13325             string              1
2665        13325             wood                1
2666        13330             string              1
2666        13330             wood                1
2667        13335             metal               1
2667        13335             string              1
2667        13335             wood                1
2667        13335             ribbon              1
2668        13340             string              1
2668        13340             wood                1
2669        13345             string              1
2669        13345             wood                1
2670        13350             bronze              1
2670        13350             metal               1
2670        13350             string              1
2670        13350             wood                1
